,bbox_id,air_quality,area,closest_shop,cloud_cover,humidity,shops_amount,temperature,inappropriate_type,flat_roof,gabled_roof,round_roof,efficiency
2447,Lviv5,72,470.573604172351,61,0.73,0.74,11,8.54,0,0,0,0,7.0
2448,Lviv5,72,353.79692563462896,187,0.73,0.74,19,8.54,0,0,0,0,6.0
2449,Lviv5,72,245.64730885218498,142,0.73,0.74,23,8.54,0,0,0,0,6.0
2450,Lviv5,65,222.022040219551,99,0.73,0.75,13,8.42,0,1,0,0,7.0
2451,Lviv5,65,4148.570581177461,204,0.73,0.75,13,8.42,0,0,0,0,6.0
2452,Lviv5,72,618.3556221071799,139,0.73,0.74,22,8.54,1,0,0,0,0.0
2453,Lviv5,72,255.828249406615,12,0.73,0.74,23,8.54,0,0,0,0,7.0
2454,Lviv5,72,255.63310207457403,59,0.73,0.74,26,8.54,0,0,0,0,7.0
2455,Lviv5,72,511.768092931354,180,0.73,0.74,16,8.54,0,0,0,0,6.0
2456,Lviv5,72,305.730905516339,95,0.73,0.74,27,8.54,0,1,0,0,6.0
2457,Lviv5,65,339.768718167486,124,0.73,0.75,5,8.42,0,0,0,0,7.0
2458,Lviv5,72,380.63775745090203,69,0.73,0.74,15,8.54,0,1,0,0,7.0
2459,Lviv5,72,89.88290825465391,24,0.73,0.74,14,8.54,1,0,0,0,0.0
2460,Lviv5,72,285.880301590104,132,0.73,0.74,25,8.54,0,1,0,0,8.0
2461,Lviv5,65,1321.4629193630901,165,0.73,0.75,5,8.42,0,0,0,0,5.0
2462,Lviv5,72,122.114929272889,58,0.73,0.74,15,8.54,0,0,0,0,6.0
2463,Lviv5,72,106.15197509628099,218,0.73,0.74,22,8.54,0,0,0,0,7.0
2464,Lviv5,72,245.70097350753602,115,0.73,0.74,25,8.54,0,0,0,0,5.0
2465,Lviv5,72,329.829011406974,60,0.73,0.74,18,8.54,0,0,0,0,8.0
2466,Lviv5,72,981.164403409517,168,0.73,0.74,23,8.54,0,0,0,0,8.0
2467,Lviv5,72,418.77897335595003,91,0.73,0.74,14,8.54,1,0,0,0,0.0
2468,Lviv5,72,201.553758465324,137,0.73,0.74,26,8.54,0,0,0,0,7.0
2469,Lviv5,72,279.230139632506,80,0.73,0.74,26,8.54,0,1,0,0,7.0
2470,Lviv5,72,281.12606677873697,65,0.73,0.74,19,8.54,0,0,0,0,7.0
2471,Lviv5,65,734.165590605883,170,0.73,0.75,10,8.42,0,0,0,0,6.0
2472,Lviv5,65,262.763167844187,97,0.73,0.75,5,8.42,0,0,0,0,6.0
2473,Lviv5,72,683.358538082367,22,0.73,0.74,26,8.54,0,0,0,0,8.0
2474,Lviv5,65,316.343197167136,114,0.73,0.75,13,8.42,0,0,0,0,5.0
2475,Lviv5,72,277.036122726559,155,0.73,0.74,19,8.54,0,0,0,0,6.0
2476,Lviv5,65,442.022395018553,375,0.73,0.75,1,8.42,0,0,0,0,7.0
2477,Lviv5,72,345.64980283186696,89,0.73,0.74,21,8.54,0,1,0,0,8.0
2478,Lviv5,72,367.91656941069505,29,0.73,0.74,22,8.54,0,0,0,0,6.0
2479,Lviv5,65,53.3479176224348,241,0.73,0.75,9,8.42,0,0,0,0,6.0
2480,Lviv5,65,182.526432071742,65,0.73,0.75,7,8.42,0,1,0,0,7.0
2481,Lviv5,65,366.36394657788804,49,0.73,0.75,5,8.42,0,0,0,0,7.0
2482,Lviv5,72,61.968759722410205,106,0.73,0.74,20,8.54,0,0,0,0,5.0
2483,Lviv5,65,827.426672780224,338,0.73,0.75,5,8.42,0,0,0,0,8.0
2484,Lviv5,72,362.35274263570506,176,0.73,0.74,23,8.54,0,0,0,0,8.0
2485,Lviv5,65,477.992712576436,388,0.73,0.75,1,8.42,0,0,0,0,8.0
2486,Lviv5,65,104.666534713195,264,0.73,0.75,7,8.42,0,0,0,0,6.0
2487,Lviv5,72,362.019830779848,97,0.73,0.74,22,8.54,0,1,0,0,9.0
2488,Lviv5,72,292.087959378723,31,0.73,0.74,26,8.54,0,1,0,0,8.0
2489,Lviv5,72,177.66703837618198,37,0.73,0.74,14,8.54,0,0,0,0,7.0
2490,Lviv5,65,185.403892145811,127,0.73,0.75,15,8.42,0,0,0,0,5.0
2491,Lviv5,72,254.59023053820098,29,0.73,0.74,11,8.54,0,0,0,0,8.0
2492,Lviv5,72,644.424085974326,88,0.73,0.74,24,8.54,0,0,0,0,7.0
2493,Lviv5,72,293.341440600409,88,0.73,0.74,30,8.54,0,0,0,0,7.0
2494,Lviv5,65,779.009706834835,181,0.73,0.75,3,8.42,0,0,0,0,6.0
2495,Lviv5,65,165.266036398433,311,0.73,0.75,3,8.42,0,0,0,0,5.0
2496,Lviv5,65,320.109637863878,92,0.73,0.75,5,8.42,0,0,0,0,5.0
2497,Lviv5,65,75.3302225876,258,0.73,0.75,6,8.42,0,0,0,0,5.0
2498,Lviv5,72,515.441916900578,201,0.73,0.74,23,8.54,0,0,0,0,8.0
2499,Lviv5,65,276.307413239391,289,0.73,0.75,9,8.42,0,0,0,0,8.0
2500,Lviv6,69,174.159657280516,29,0.73,0.74,153,8.49,0,0,0,0,7.0
2501,Lviv6,69,3284.2289128341,44,0.73,0.74,21,8.49,0,0,0,0,7.0
2502,Lviv6,69,346.446153959128,38,0.73,0.74,155,8.49,0,0,0,0,7.0
2503,Lviv6,69,149.080649685037,16,0.73,0.74,137,8.49,0,0,0,1,5.0
2504,Lviv6,69,500.24005321754095,33,0.73,0.74,52,8.49,0,0,0,0,8.0
2505,Lviv6,69,243.53030697440602,7,0.73,0.74,152,8.49,0,0,0,0,7.0
2506,Lviv6,69,302.56477652984296,12,0.73,0.74,144,8.49,0,0,0,0,7.0
2507,Lviv6,69,166.597349997615,13,0.73,0.74,133,8.49,0,0,0,0,6.0
2508,Lviv6,69,957.110059748873,80,0.73,0.74,129,8.49,0,1,0,0,6.0
2509,Lviv6,69,770.349976311349,19,0.73,0.74,109,8.49,0,0,0,0,5.0
2510,Lviv6,69,467.470570878436,65,0.73,0.74,73,8.49,0,0,0,0,7.0
2511,Lviv6,69,219.825307128096,7,0.73,0.74,128,8.49,0,0,0,0,6.0
2512,Lviv6,69,211.26788476945703,34,0.73,0.74,145,8.49,0,0,0,0,6.0
2513,Lviv6,69,795.3447705690551,12,0.73,0.74,117,8.49,0,0,0,0,8.0
2514,Lviv6,69,192.045077132724,10,0.73,0.74,90,8.49,1,0,0,0,0.0
2515,Lviv6,69,430.445909979588,57,0.73,0.74,107,8.49,0,0,0,0,6.0
2516,Lviv6,69,359.98828137362295,66,0.73,0.74,102,8.49,0,0,0,0,6.0
2517,Lviv6,69,386.084614012709,31,0.73,0.74,151,8.49,0,0,0,0,7.0
2518,Lviv6,69,152.24189088145098,40,0.73,0.74,127,8.49,0,0,0,0,7.0
2519,Lviv6,69,894.727783859623,39,0.73,0.74,76,8.49,0,0,0,0,6.0
2520,Lviv6,69,153.419100327158,48,0.73,0.74,107,8.49,0,0,0,0,6.0
2521,Lviv6,69,346.848565716887,27,0.73,0.74,147,8.49,0,0,0,0,8.0
2522,Lviv6,69,886.2786667889129,51,0.73,0.74,72,8.49,0,0,0,0,5.0
2523,Lviv6,69,297.639426307919,53,0.73,0.74,84,8.49,0,0,0,0,6.0
2524,Lviv6,69,458.891368633366,36,0.73,0.74,159,8.49,0,0,0,0,7.0
2525,Lviv6,69,161.275894514985,39,0.73,0.74,54,8.49,0,0,0,0,6.0
2526,Lviv6,69,84.54112999688621,24,0.73,0.74,126,8.49,0,0,0,0,7.0
2527,Lviv6,69,197.246379225572,15,0.73,0.74,87,8.49,0,1,0,0,7.0
2528,Lviv6,69,213.432074914282,19,0.73,0.74,154,8.49,0,1,0,0,8.0
2529,Lviv6,69,770.65364561536,22,0.73,0.74,64,8.49,0,0,0,0,6.0
2530,Lviv6,69,278.222159477307,64,0.73,0.74,83,8.49,0,0,0,0,6.0
2531,Lviv6,69,238.98124100596598,53,0.73,0.74,60,8.49,0,0,0,0,7.0
2532,Lviv6,69,299.064373128606,57,0.73,0.74,52,8.49,0,0,0,0,7.0
2533,Lviv6,69,303.645112872211,58,0.73,0.74,99,8.49,0,0,0,0,6.0
2534,Lviv6,69,65.4581004615644,3,0.73,0.74,166,8.49,0,0,0,0,6.0
2535,Lviv6,69,293.767373888183,10,0.73,0.74,155,8.49,0,0,0,0,5.0
2536,Lviv6,69,63.3888464660413,5,0.73,0.74,123,8.49,0,0,0,0,6.0
2537,Lviv6,69,886.2786667889129,51,0.73,0.74,72,8.49,0,1,0,0,8.0
2538,Lviv6,69,104.595480030748,6,0.73,0.74,108,8.49,0,0,0,0,6.0
2539,Lviv6,69,317.712530410028,32,0.73,0.74,127,8.49,0,1,0,0,7.0
2540,Lviv6,69,290.692314503104,67,0.73,0.74,70,8.49,0,0,0,0,7.0
2541,Lviv6,69,373.46499846949996,23,0.73,0.74,84,8.49,0,0,0,0,7.0
2542,Lviv6,69,318.732663643129,71,0.73,0.74,79,8.49,0,0,0,0,6.0
2543,Lviv6,69,666.460779107827,39,0.73,0.74,69,8.49,0,0,0,0,8.0
2544,Lviv6,69,308.998741185989,25,0.73,0.74,137,8.49,0,0,0,0,7.0
2545,Lviv6,69,512.822929676843,88,0.73,0.74,119,8.49,0,1,0,0,6.0
2546,Lviv6,69,540.728971271696,13,0.73,0.74,105,8.49,0,0,0,0,8.0
2547,Lviv6,69,163.122074934557,27,0.73,0.74,84,8.49,0,1,0,0,7.0
2548,Lviv6,69,367.673108322688,43,0.73,0.74,114,8.49,0,0,0,0,7.0
2549,Lviv6,69,300.081411146577,29,0.73,0.74,76,8.49,0,0,0,0,6.0
2550,Lviv6,69,145.350493710447,33,0.73,0.74,114,8.49,0,0,0,0,6.0
2551,Lviv6,69,258.055581638884,51,0.73,0.74,64,8.49,0,0,0,0,7.0
2552,Lviv6,69,285.310931701128,31,0.73,0.74,153,8.49,0,0,0,0,8.0
2553,Lviv6,69,543.6265736642031,60,0.73,0.74,63,8.49,0,1,0,0,7.0
2554,Lviv6,69,311.641019336559,65,0.73,0.74,115,8.49,0,0,0,0,7.0
2555,Lviv6,69,290.79866104704604,8,0.73,0.74,160,8.49,0,0,0,0,6.0
2556,Lviv6,69,110.325525036486,8,0.73,0.74,112,8.49,0,0,0,0,6.0
2557,Lviv6,69,303.723420117501,19,0.73,0.74,115,8.49,0,0,0,0,5.0
2558,Lviv6,69,662.814568335991,24,0.73,0.74,56,8.49,0,0,0,0,5.0
2559,Lviv6,69,301.438336519301,6,0.73,0.74,133,8.49,0,0,0,0,6.0
2560,Lviv6,69,235.036799628178,31,0.73,0.74,96,8.49,0,0,0,0,8.0
2561,Lviv6,69,181.063410574182,48,0.73,0.74,101,8.49,0,0,0,0,7.0
2562,Lviv6,69,234.57167981809897,4,0.73,0.74,101,8.49,0,0,0,0,6.0
2563,Lviv6,69,158.00749190886998,42,0.73,0.74,95,8.49,0,0,0,0,5.0
2564,Lviv6,69,339.262387428332,46,0.73,0.74,69,8.49,0,0,0,0,6.0
2565,Lviv6,69,293.777400788903,19,0.73,0.74,99,8.49,0,1,0,0,6.0
2566,Lviv6,69,304.561170782798,19,0.73,0.74,166,8.49,0,0,0,0,5.0
2567,Lviv6,69,222.429991765183,27,0.73,0.74,71,8.49,0,0,0,0,5.0
2568,Lviv6,69,86.5117909629397,109,0.73,0.74,124,8.49,0,0,0,0,7.0
2569,Lviv6,69,210.351569490955,23,0.73,0.74,91,8.49,0,0,0,0,5.0
2570,Lviv6,69,79.9740299171615,14,0.73,0.74,124,8.49,0,0,0,0,6.0
2571,Lviv6,69,209.554981439026,13,0.73,0.74,149,8.49,0,0,0,0,6.0
2572,Lviv6,69,156.913822016866,36,0.73,0.74,126,8.49,0,0,0,0,7.0
2573,Lviv6,69,236.27009384453498,37,0.73,0.74,71,8.49,0,0,0,0,7.0
2574,Lviv6,69,420.76809089670996,31,0.73,0.74,137,8.49,0,1,0,0,6.0
2575,Lviv6,69,411.95842824210996,8,0.73,0.74,91,8.49,0,1,0,0,7.0
2576,Lviv6,69,125.80120685094101,12,0.73,0.74,128,8.49,0,0,0,0,7.0
2577,Lviv6,69,310.184520398778,46,0.73,0.74,151,8.49,0,0,0,0,7.0
2578,Lviv6,69,690.3212378433949,21,0.73,0.74,56,8.49,0,0,0,0,7.0
2579,Lviv6,69,116.422782518608,48,0.73,0.74,62,8.49,0,0,0,0,6.0
2580,Lviv6,69,1364.18411594521,43,0.73,0.74,93,8.49,0,0,0,0,8.0
2581,Lviv6,69,216.920823548461,11,0.73,0.74,157,8.49,0,0,0,0,6.0
2582,Lviv6,69,128.840189405436,32,0.73,0.74,83,8.49,0,0,0,0,7.0
2583,Lviv6,69,504.92555151966303,32,0.73,0.74,149,8.49,0,0,0,0,6.0
2584,Lviv6,69,192.045077132724,10,0.73,0.74,140,8.49,0,0,0,0,5.0
2585,Lviv6,69,478.35082586688,24,0.73,0.74,129,8.49,0,0,1,0,7.0
2586,Lviv6,69,649.9708276468821,20,0.73,0.74,88,8.49,0,0,0,0,7.0
2587,Lviv6,69,292.784033749563,60,0.73,0.74,113,8.49,0,0,0,0,5.0
2588,Lviv6,69,287.083525382959,15,0.73,0.74,71,8.49,0,0,0,0,6.0
2589,Lviv6,69,797.802258470263,13,0.73,0.74,128,8.49,0,0,1,0,6.0
2590,Lviv6,69,1132.30175034044,120,0.73,0.74,91,8.49,0,0,0,0,8.0
2591,Lviv6,69,184.10751051964002,14,0.73,0.74,140,8.49,0,0,0,0,6.0
2592,Lviv6,69,458.32901162003196,36,0.73,0.74,62,8.49,0,0,0,0,5.0
2593,Lviv6,69,278.839708901061,34,0.73,0.74,128,8.49,0,0,0,0,6.0
2594,Lviv6,69,729.5164010598379,25,0.73,0.74,109,8.49,0,0,1,0,5.0
2595,Lviv6,69,835.110044529785,18,0.73,0.74,92,8.49,0,0,0,0,7.0
2596,Lviv6,69,886.2786667889129,51,0.73,0.74,84,8.49,0,1,0,0,8.0
2597,Lviv6,69,308.41499084659097,10,0.73,0.74,74,8.49,0,0,0,0,7.0
2598,Lviv6,69,290.79866104704604,8,0.73,0.74,160,8.49,0,0,0,0,7.0
2599,Lviv6,69,85.11726978506009,32,0.73,0.74,143,8.49,0,0,0,0,6.0
2600,Lviv7,72,153.82709725647499,67,0.73,0.74,11,8.47,0,0,0,0,5.0
2601,Lviv7,72,262.227310128639,191,0.73,0.74,9,8.47,0,0,0,0,5.0
2602,Lviv7,72,320.05852035814,170,0.73,0.74,6,8.47,0,0,0,0,5.0
2603,Lviv7,72,332.06867618418,61,0.73,0.74,9,8.47,0,0,0,0,6.0
2604,Lviv7,72,330.405369346923,14,0.73,0.74,10,8.47,0,0,0,0,7.0
2605,Lviv7,72,252.02092301848802,190,0.73,0.74,6,8.47,0,0,0,0,6.0
2606,Lviv7,72,254.22222618834098,153,0.73,0.74,9,8.47,0,1,0,0,5.0
2607,Lviv7,72,493.68761156910006,68,0.73,0.74,11,8.47,0,0,0,0,7.0
2608,Lviv7,72,140.008432318964,87,0.73,0.74,11,8.47,0,1,0,0,7.0
2609,Lviv7,72,417.655320300385,43,0.73,0.74,11,8.47,0,0,0,0,7.0
2610,Lviv7,72,75.873434878102,82,0.73,0.74,6,8.47,0,0,0,0,5.0
2611,Lviv7,72,255.103374521246,266,0.73,0.74,4,8.47,0,0,0,1,4.0
2612,Lviv7,72,342.227085105044,218,0.73,0.74,4,8.47,0,0,0,0,7.0
2613,Lviv7,72,117.49153831116199,61,0.73,0.74,9,8.47,0,0,0,0,7.0
2614,Lviv7,72,248.503188681714,224,0.73,0.74,11,8.47,0,0,0,0,5.0
2615,Lviv7,72,991.058557558138,69,0.73,0.74,11,8.47,0,0,0,0,5.0
2616,Lviv7,72,128.49954625548799,131,0.73,0.74,11,8.47,0,0,0,0,6.0
2617,Lviv7,72,162.161346141145,78,0.73,0.74,11,8.47,0,0,0,0,8.0
2618,Lviv7,72,695.0217147942619,162,0.73,0.74,11,8.47,0,0,0,0,7.0
2619,Lviv7,72,294.984360253367,34,0.73,0.74,9,8.47,0,0,0,0,5.0
2620,Lviv7,72,154.070230412068,87,0.73,0.74,11,8.47,0,0,0,0,6.0
2621,Lviv7,72,258.508676532608,67,0.73,0.74,11,8.47,0,0,0,0,6.0
2622,Lviv7,72,355.07970119745795,148,0.73,0.74,9,8.47,0,0,0,0,6.0
2623,Lviv7,72,285.510239465835,251,0.73,0.74,4,8.47,0,0,0,0,7.0
2624,Lviv7,72,325.243562859232,33,0.73,0.74,10,8.47,0,1,0,0,8.0
2625,Lviv7,72,216.80821303082502,113,0.73,0.74,9,8.47,0,1,0,0,6.0
2626,Lviv7,72,318.767102159877,116,0.73,0.74,11,8.47,0,1,0,0,6.0
2627,Lviv7,72,238.511099478187,71,0.73,0.74,11,8.47,0,0,0,0,7.0
2628,Lviv7,72,352.313600175255,235,0.73,0.74,6,8.47,0,1,0,0,6.0
2629,Lviv7,72,408.905133116397,44,0.73,0.74,11,8.47,0,0,0,0,6.0
2630,Lviv7,72,183.676959100951,107,0.73,0.74,11,8.47,0,0,0,0,6.0
2631,Lviv7,72,147.15736529291598,39,0.73,0.74,11,8.47,0,0,0,0,5.0
2632,Lviv7,72,248.84999924261902,237,0.73,0.74,4,8.47,0,0,0,0,5.0
2633,Lviv7,72,517.382275605808,17,0.73,0.74,11,8.47,0,0,0,0,7.0
2634,Lviv7,72,861.799601816058,4,0.73,0.74,9,8.47,0,0,0,0,5.0
2635,Lviv7,72,225.862976161776,97,0.73,0.74,11,8.47,0,0,0,0,5.0
2636,Lviv7,72,46.262534106825505,57,0.73,0.74,11,8.47,0,0,0,0,7.0
2637,Lviv7,72,461.73087936031,152,0.73,0.74,11,8.47,0,0,0,0,5.0
2638,Lviv7,72,882.774262509693,66,0.73,0.74,11,8.47,0,0,0,0,7.0
2639,Lviv7,72,229.11414927435902,211,0.73,0.74,4,8.47,0,0,0,0,6.0
2640,Lviv7,72,262.890464753993,174,0.73,0.74,11,8.47,0,0,0,0,5.0
2641,Lviv7,72,348.240283626922,28,0.73,0.74,11,8.47,0,0,0,0,5.0
2642,Lviv7,72,370.14620010690004,90,0.73,0.74,9,8.47,0,0,0,0,6.0
2643,Lviv7,72,497.381379169582,11,0.73,0.74,8,8.47,0,1,0,0,6.0
2644,Lviv7,72,253.789198087406,115,0.73,0.74,11,8.47,0,0,0,0,6.0
2645,Lviv7,72,273.174118081073,61,0.73,0.74,11,8.47,0,0,0,0,5.0
2646,Lviv7,72,443.360231377955,40,0.73,0.74,11,8.47,0,0,0,0,6.0
2647,Lviv7,72,234.84521790084,235,0.73,0.74,11,8.47,0,0,0,0,6.0
2648,Lviv7,72,431.09620952522994,62,0.73,0.74,11,8.47,0,0,0,0,8.0
2649,Lviv7,72,291.299977599334,91,0.73,0.74,11,8.47,0,0,0,0,7.0
2650,Lviv7,72,317.541214718049,190,0.73,0.74,4,8.47,0,0,0,0,6.0
2651,Lviv7,72,270.417154294473,188,0.73,0.74,11,8.47,0,0,0,0,6.0
2652,Lviv7,72,426.819576505235,59,0.73,0.74,10,8.47,0,0,0,0,7.0
2653,Lviv7,72,310.361278578397,91,0.73,0.74,11,8.47,0,0,0,0,7.0
2654,Lviv7,72,313.108279358885,218,0.73,0.74,9,8.47,0,0,0,0,5.0
2655,Lviv7,72,165.961857745583,107,0.73,0.74,11,8.47,0,0,0,0,5.0
2656,Lviv7,72,278.62004974817995,123,0.73,0.74,11,8.47,0,0,0,0,6.0
2657,Lviv7,72,180.91441557159598,72,0.73,0.74,11,8.47,0,0,0,0,6.0
2658,Lviv7,72,268.13730899528804,62,0.73,0.74,11,8.47,0,0,0,0,6.0
2659,Lviv7,72,1782.1190629900698,214,0.73,0.74,4,8.47,0,0,0,0,8.0
2660,Lviv7,72,235.65374404679298,207,0.73,0.74,8,8.47,0,0,0,0,7.0
2661,Lviv7,72,329.963910207815,203,0.73,0.74,6,8.47,0,0,0,0,6.0
2662,Lviv7,72,358.958509067873,158,0.73,0.74,6,8.47,0,0,0,0,5.0
2663,Lviv7,72,594.5779622064811,250,0.73,0.74,10,8.47,0,0,0,0,7.0
2664,Lviv7,72,341.214598817774,118,0.73,0.74,10,8.47,0,1,0,0,7.0
2665,Lviv7,72,264.45530737280103,69,0.73,0.74,11,8.47,0,0,0,0,7.0
2666,Lviv7,72,784.462747312167,123,0.73,0.74,5,8.47,0,0,0,0,7.0
2667,Lviv7,72,360.98952095639703,79,0.73,0.74,11,8.47,0,0,0,0,6.0
2668,Lviv7,72,405.60550284606103,53,0.73,0.74,7,8.47,0,0,0,0,5.0
2669,Lviv7,72,244.38083276810102,130,0.73,0.74,9,8.47,0,0,0,0,5.0
2670,Lviv7,72,203.589721264959,83,0.73,0.74,11,8.47,0,0,0,0,6.0
2671,Lviv7,72,486.661566153088,54,0.73,0.74,6,8.47,0,0,0,0,5.0
2672,Lviv7,72,373.701582076387,65,0.73,0.74,10,8.47,0,1,0,0,8.0
2673,Lviv7,72,381.20389279997,40,0.73,0.74,11,8.47,0,1,0,0,8.0
2674,Lviv7,72,473.578621759768,28,0.73,0.74,10,8.47,0,0,0,0,5.0
2675,Lviv7,72,418.79854659309797,164,0.73,0.74,11,8.47,0,0,1,0,7.0
2676,Lviv7,72,263.894624576057,106,0.73,0.74,6,8.47,0,0,0,0,6.0
2677,Lviv7,72,261.689664106558,228,0.73,0.74,4,8.47,0,0,0,0,6.0
2678,Lviv7,72,194.18776985764,113,0.73,0.74,11,8.47,0,0,0,0,6.0
2679,Lviv7,72,1731.67468733039,83,0.73,0.74,9,8.47,0,0,0,0,7.0
2680,Lviv7,72,597.7024486354779,137,0.73,0.74,11,8.47,0,0,0,0,6.0
2681,Lviv7,72,456.26481995240096,41,0.73,0.74,11,8.47,0,1,0,0,7.0
2682,Lviv7,72,239.373637823762,35,0.73,0.74,7,8.47,0,0,0,0,7.0
2683,Lviv7,72,373.660486790118,306,0.73,0.74,3,8.47,0,0,0,0,7.0
2684,Lviv7,72,229.139831748899,195,0.73,0.74,11,8.47,0,1,0,0,8.0
2685,Lviv7,72,233.07883480710203,170,0.73,0.74,9,8.47,0,1,0,0,5.0
2686,Lviv7,72,573.509340657257,157,0.73,0.74,11,8.47,0,0,0,0,7.0
2687,Lviv7,72,465.22101213949895,55,0.73,0.74,9,8.47,0,0,0,0,5.0
2688,Lviv7,72,87.04538485393441,126,0.73,0.74,11,8.47,0,0,0,0,6.0
2689,Lviv7,72,346.187314696889,16,0.73,0.74,11,8.47,0,0,1,0,6.0
2690,Lviv7,72,323.186707640639,45,0.73,0.74,11,8.47,0,0,0,0,6.0
2691,Lviv7,72,541.339474554121,17,0.73,0.74,10,8.47,0,0,0,0,7.0
2692,Lviv7,72,361.080114147468,293,0.73,0.74,3,8.47,0,0,0,0,5.0
2693,Lviv7,72,353.91904597668196,42,0.73,0.74,9,8.47,0,0,0,0,7.0
2694,Lviv7,72,549.218404181707,122,0.73,0.74,11,8.47,0,0,0,0,8.0
2695,Lviv7,72,133.23525250469498,104,0.73,0.74,11,8.47,0,0,0,0,7.0
2696,Lviv7,72,261.01099821802103,117,0.73,0.74,11,8.47,0,0,0,0,7.0
2697,Lviv7,72,274.670470641302,78,0.73,0.74,11,8.47,0,0,0,0,7.0
2698,Lviv7,72,366.131479403812,151,0.73,0.74,10,8.47,0,0,0,0,5.0
2699,Lviv7,72,229.509700252825,92,0.73,0.74,10,8.47,0,0,0,0,5.0
2700,Lviv8,62,295.081249408482,28,0.73,0.75,2,8.29,0,0,0,0,5.0
2701,Lviv8,67,291.51213986006303,238,0.73,0.75,4,8.32,0,0,0,0,5.0
2702,Lviv8,67,184.378545155982,417,0.73,0.75,2,8.32,0,0,0,0,5.0
2703,Lviv8,67,265.07447847758,332,0.73,0.75,2,8.32,0,0,0,0,6.0
2704,Lviv8,62,398.763070490242,259,0.73,0.75,2,8.29,0,0,0,0,5.0
2705,Lviv8,62,296.203992393679,125,0.73,0.75,2,8.29,0,0,0,0,4.0
2706,Lviv8,67,472.799300670779,77,0.73,0.75,4,8.32,0,0,0,0,7.0
2707,Lviv8,62,326.34453757302003,88,0.73,0.75,2,8.29,0,0,0,0,7.0
2708,Lviv8,62,246.708847442335,10,0.73,0.75,2,8.29,0,0,0,0,5.0
2709,Lviv8,62,26.7642619619343,62,0.73,0.75,2,8.29,0,0,0,0,6.0
2710,Lviv8,62,394.89335312986503,206,0.73,0.75,1,8.29,0,0,0,0,6.0
2711,Lviv8,62,235.54135472952598,270,0.73,0.75,1,8.29,0,0,0,0,5.0
2712,Lviv8,67,330.632503917656,346,0.73,0.75,5,8.32,0,0,0,0,5.0
2713,Lviv8,62,212.015620647388,204,0.73,0.75,2,8.29,0,0,0,0,4.0
2714,Lviv8,67,212.19708874349098,397,0.73,0.75,2,8.32,0,0,0,0,6.0
2715,Lviv8,67,336.082854967946,200,0.73,0.75,4,8.32,0,0,0,0,5.0
2716,Lviv8,67,262.23372201292096,186,0.73,0.75,3,8.32,0,0,0,0,5.0
2717,Lviv8,67,380.472554835668,25,0.73,0.75,6,8.32,0,0,0,0,6.0
2718,Lviv8,62,291.006302892211,74,0.73,0.75,2,8.29,0,0,0,0,5.0
2719,Lviv8,67,151.655103565514,294,0.73,0.75,6,8.32,0,0,0,0,4.0
2720,Lviv8,67,726.525080301551,169,0.73,0.75,5,8.32,0,0,0,0,8.0
2721,Lviv8,62,217.446991858293,354,0.73,0.75,2,8.29,0,0,0,0,4.0
2722,Lviv8,67,625.954487672293,78,0.73,0.75,6,8.32,0,0,0,0,5.0
2723,Lviv8,67,483.52243065340303,53,0.73,0.75,4,8.32,0,0,1,0,7.0
2724,Lviv8,67,248.125750288442,75,0.73,0.75,4,8.32,0,0,0,0,4.0
2725,Lviv8,67,1011.1296858105001,259,0.73,0.75,2,8.32,0,0,0,0,7.0
2726,Lviv8,67,317.183595657318,189,0.73,0.75,4,8.32,0,0,0,0,7.0
2727,Lviv8,67,331.051812610794,86,0.73,0.75,4,8.32,0,0,0,0,7.0
2728,Lviv8,67,13.199060270258,50,0.73,0.75,4,8.32,0,0,0,0,5.0
2729,Lviv8,62,276.71364557567995,163,0.73,0.75,1,8.29,0,0,0,0,7.0
2730,Lviv8,67,205.99541746868698,241,0.73,0.75,5,8.32,1,0,0,0,0.0
2731,Lviv8,67,365.546173985401,45,0.73,0.75,4,8.32,0,0,0,0,5.0
2732,Lviv8,67,494.710894134391,511,0.73,0.75,0,8.32,0,0,0,0,6.0
2733,Lviv8,67,147.349790606213,269,0.73,0.75,2,8.32,0,0,0,0,7.0
2734,Lviv8,67,274.771759195023,424,0.73,0.75,5,8.32,0,0,0,0,6.0
2735,Lviv8,67,267.801564906268,182,0.73,0.75,4,8.32,0,0,0,0,5.0
2736,Lviv8,67,214.941907357398,210,0.73,0.75,2,8.32,0,1,0,0,5.0
2737,Lviv8,62,351.348762277007,167,0.73,0.75,2,8.29,0,0,0,0,5.0
2738,Lviv8,67,233.90530730864103,37,0.73,0.75,4,8.32,0,0,0,0,5.0
2739,Lviv8,67,217.098153295187,243,0.73,0.75,2,8.32,0,0,0,0,7.0
2740,Lviv8,67,262.526931568655,157,0.73,0.75,6,8.32,0,0,0,0,5.0
2741,Lviv8,67,362.67493047007997,324,0.73,0.75,1,8.32,0,1,0,0,7.0
2742,Lviv8,62,339.45441395463297,157,0.73,0.75,2,8.29,0,0,0,0,6.0
2743,Lviv8,67,293.346302882567,411,0.73,0.75,6,8.32,0,1,0,0,7.0
2744,Lviv8,67,375.845942617704,101,0.73,0.75,4,8.32,0,1,0,0,7.0
2745,Lviv8,67,262.95377650647004,46,0.73,0.75,4,8.32,0,0,0,0,6.0
2746,Lviv8,67,231.98026931386002,117,0.73,0.75,3,8.32,0,1,0,0,8.0
